correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
Y,C13,control,conditional,,,,"Since Maria forgot her umbrella, she got soaked on her way home.",Maria didn’t take an umbrella with her.,8216,"Premise: Since Maria forgot her umbrella, she got soaked on her way home. / Conclusion: Maria didn’t take an umbrella with her.",B,html-keyboard-response,180,2.1.0,981476,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,conditional
Y,C24,control,quantifier,,,,Some birds have long legs.,Some creatures with long legs are birds.,5534,Premise: Some birds have long legs. / Conclusion: Some creatures with long legs are birds.,B,html-keyboard-response,182,2.1.0,988019,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,quantifier
N,M21,modal,all_single,B,,,Every participant restrung the instrument or polished the lyrics.,At least one participant polished the lyrics.,7536,Premise: Every participant restrung the instrument or polished the lyrics. / Conclusion: At least one participant polished the lyrics.,B,html-keyboard-response,184,2.1.0,996565,EXPERIMENTAL,661ec48c618b7a27e5a9077a,N,modal,all_single
Y,C40,control,presupposition,,,,Ruth knows that roses require a lot of water.,Roses need a lot of water.,6495,Premise: Ruth knows that roses require a lot of water. / Conclusion: Roses need a lot of water.,B,html-keyboard-response,186,2.1.0,1004065,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,presupposition
Y,C01,control,conjunction,,,,Oliver called his brother and apologized for the argument.,Oliver said he was sorry.,4773,Premise: Oliver called his brother and apologized for the argument. / Conclusion: Oliver said he was sorry.,B,html-keyboard-response,188,2.1.0,1009845,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,conjunction
?,M00,modal,allowed_and,AND,,,Morgan is allowed to garnish the plates or bake the rolls.,Morgan is allowed to garnish the plates and is allowed to bake the rolls.,7763,Premise: Morgan is allowed to garnish the plates or bake the rolls. / Conclusion: Morgan is allowed to garnish the plates and is allowed to bake the rolls.,N,html-keyboard-response,190,2.1.0,1018613,EXPERIMENTAL,661ec48c618b7a27e5a9077a,?,modal,allowed_and
N,C22,control,conditional,,,,"If the lamp stops working, we will replace the bulb.",The bulb will be changed.,6141,"Premise: If the lamp stops working, we will replace the bulb. / Conclusion: The bulb will be changed.",B,html-keyboard-response,192,2.1.0,1025770,EXPERIMENTAL,661ec48c618b7a27e5a9077a,N,control,conditional
Y,C39,control,presupposition,,,,Anne realized that the tire was flat.,The tire was flat.,4506,Premise: Anne realized that the tire was flat. / Conclusion: The tire was flat.,B,html-keyboard-response,194,2.1.0,1031282,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,presupposition
?,M01,modal,allowed_and,AND,,,Kendall has permission to print the travel itinerary or to check the boarding times.,Kendall has permission to print the travel itinerary and has permission to check the boarding times.,9730,Premise: Kendall has permission to print the travel itinerary or to check the boarding times. / Conclusion: Kendall has permission to print the travel itinerary and has permission to check the boarding times.,N,html-keyboard-response,196,2.1.0,1042027,EXPERIMENTAL,661ec48c618b7a27e5a9077a,?,modal,allowed_and
?,W29,want,want_single,B,,,Jamie wants to draft the introduction or annotate the source text.,Jamie wants to annotate the source text.,7682,Premise: Jamie wants to draft the introduction or annotate the source text. / Conclusion: Jamie wants to annotate the source text.,N,html-keyboard-response,198,2.1.0,1050712,EXPERIMENTAL,661ec48c618b7a27e5a9077a,?,want,want_single
N,M22,modal,all_single,A,,,Each person greeted the guests or set up the projector.,At least one person greeted the guests.,6262,Premise: Each person greeted the guests or set up the projector. / Conclusion: At least one person greeted the guests.,B,html-keyboard-response,200,2.1.0,1057988,EXPERIMENTAL,661ec48c618b7a27e5a9077a,N,modal,all_single
N,C45,control,presupposition,,,,Jim realized that the window was broken.,Jim realized that there were two windows.,8449,Premise: Jim realized that the window was broken. / Conclusion: Jim realized that there were two windows.,N,html-keyboard-response,202,2.1.0,1067441,EXPERIMENTAL,661ec48c618b7a27e5a9077a,N,control,presupposition
Y,C05,control,conjunction,,,,The drone circled over the field and recorded the migrating birds.,The drone captured footage of the migrating birds.,7261,Premise: The drone circled over the field and recorded the migrating birds. / Conclusion: The drone captured footage of the migrating birds.,B,html-keyboard-response,204,2.1.0,1075716,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,conjunction
?,W45,want,atleast_single_b,B,,,Avery wants to schedule a rehearsal or at least adjust the metronome.,Avery wants to adjust the metronome.,9078,Premise: Avery wants to schedule a rehearsal or at least adjust the metronome. / Conclusion: Avery wants to adjust the metronome.,N,html-keyboard-response,206,2.1.0,1085803,EXPERIMENTAL,661ec48c618b7a27e5a9077a,?,want,atleast_single_b
Y,C36,control,presupposition,,,,John quit smoking last year.,John used to smoke in the past.,3268,Premise: John quit smoking last year. / Conclusion: John used to smoke in the past.,B,html-keyboard-response,208,2.1.0,1090086,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,presupposition
?,M05,modal,allowed_single,B,,,Devin has permission to photograph the sculpture garden or to adjust the white balance.,Devin has permission to adjust the white balance.,7672,Premise: Devin has permission to photograph the sculpture garden or to adjust the white balance. / Conclusion: Devin has permission to adjust the white balance.,N,html-keyboard-response,210,2.1.0,1098773,EXPERIMENTAL,661ec48c618b7a27e5a9077a,?,modal,allowed_single
N,C30,control,quantifier,,,,Some birds have long legs.,Some birds have long beaks.,10657,Premise: Some birds have long legs. / Conclusion: Some birds have long beaks.,N,html-keyboard-response,212,2.1.0,1110443,EXPERIMENTAL,661ec48c618b7a27e5a9077a,N,control,quantifier
Y,C14,control,conditional,,,,"Since the window remained open all night, the room became unusually cold.",The room’s temperature dropped significantly.,6856,"Premise: Since the window remained open all night, the room became unusually cold. / Conclusion: The room’s temperature dropped significantly.",B,html-keyboard-response,214,2.1.0,1118310,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,conditional
?,M04,modal,allowed_single,A,,,Jules is allowed to dim the room lights or collect the RSVPs.,Jules is allowed to dim the room lights.,7540,Premise: Jules is allowed to dim the room lights or collect the RSVPs. / Conclusion: Jules is allowed to dim the room lights.,N,html-keyboard-response,216,2.1.0,1126853,EXPERIMENTAL,661ec48c618b7a27e5a9077a,?,modal,allowed_single
Y,C02,control,conjunction,,,,Jacob opened the window and let in some fresh air.,Jacob allowed fresh air to enter the room.,6771,Premise: Jacob opened the window and let in some fresh air. / Conclusion: Jacob allowed fresh air to enter the room.,B,html-keyboard-response,218,2.1.0,1134636,EXPERIMENTAL,661ec48c618b7a27e5a9077a,Y,control,conjunction
N,P05,control,quantifier,,,0.0,Some blondes have dark eyes.,Some blondes have dark clothes.,4606,Premise: Some blondes have dark eyes. / Conclusion: Some blondes have dark clothes.,n,html-keyboard-response,2,2.1.0,34023,PRACTICE,5de3d4fc1d61c93cd498bb92,N,control,quantifier
Y,P04,control,quantifier,,,0.0,Some blondes have dark eyes.,Some people with dark eyes are blondes.,3349,Premise: Some blondes have dark eyes. / Conclusion: Some people with dark eyes are blondes.,b,html-keyboard-response,5,2.1.0,42279,PRACTICE,5de3d4fc1d61c93cd498bb92,Y,control,quantifier
Y,P00,control,conjunction,,,0.0,Sophia stopped by the bakery and bought fresh bread.,Sophia went to the bakery.,3545,Premise: Sophia stopped by the bakery and bought fresh bread. / Conclusion: Sophia went to the bakery.,b,html-keyboard-response,8,2.1.0,48815,PRACTICE,5de3d4fc1d61c93cd498bb92,Y,control,conjunction
N,P01,control,conjunction,,,0.0,The tourist visited the castle and photographed the courtyard.,The tourist visited the cathedral.,5621,Premise: The tourist visited the castle and photographed the courtyard. / Conclusion: The tourist visited the cathedral.,n,html-keyboard-response,11,2.1.0,56655,PRACTICE,5de3d4fc1d61c93cd498bb92,N,control,conjunction
N,P03,control,conditional,,,0.0,"If Laura finishes preparing the detailed report today, she will send it to the entire team.",Laura will send the report to the team.,6967,"Premise: If Laura finishes preparing the detailed report today, she will send it to the entire team. / Conclusion: Laura will send the report to the team.",b,html-keyboard-response,14,2.1.0,67327,PRACTICE,5de3d4fc1d61c93cd498bb92,N,control,conditional
Y,P02,control,conditional,,,0.0,"Since heavy fog covered the valley, the hikers lost visibility.",The hikers could no longer see their surroundings clearly.,5332,"Premise: Since heavy fog covered the valley, the hikers lost visibility. / Conclusion: The hikers could no longer see their surroundings clearly.",b,html-keyboard-response,17,2.1.0,76383,PRACTICE,5de3d4fc1d61c93cd498bb92,Y,control,conditional
N,P07,control,presupposition,,,0.0,Mark won a car race.,Mark has never participated in a car race.,2947,Premise: Mark won a car race. / Conclusion: Mark has never participated in a car race.,n,html-keyboard-response,20,2.1.0,81807,PRACTICE,5de3d4fc1d61c93cd498bb92,N,control,presupposition
Y,P06,control,presupposition,,,0.0,Alice won a car race.,Alice participated in a car race.,2336,Premise: Alice won a car race. / Conclusion: Alice participated in a car race.,b,html-keyboard-response,23,2.1.0,86582,PRACTICE,5de3d4fc1d61c93cd498bb92,Y,control,presupposition
Y,C29,control,quantifier,,,,There is a person who is an idol for everyone.,Everybody has an idol.,6103,Premise: There is a person who is an idol for everyone. / Conclusion: Everybody has an idol.,b,html-keyboard-response,27,2.1.0,98214,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,Y,control,quantifier
?,M09,modal,must_and,AND,,,Blair is supposed to frame the illustration or varnish the surface.,Blair is allowed to frame the illustration and is allowed to varnish the surface.,6057,Premise: Blair is supposed to frame the illustration or varnish the surface. / Conclusion: Blair is allowed to frame the illustration and is allowed to varnish the surface.,b,html-keyboard-response,29,2.1.0,105287,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,?,modal,must_and
Y,C14,control,conditional,,,,"Since the window remained open all night, the room became unusually cold.",The room’s temperature dropped significantly.,5480,"Premise: Since the window remained open all night, the room became unusually cold. / Conclusion: The room’s temperature dropped significantly.",b,html-keyboard-response,31,2.1.0,111774,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,Y,control,conditional
?,M14,modal,must_single,A,,,Dylan is expected to print the handouts or review the survey data.,Dylan is allowed to  print the handouts.,5787,Premise: Dylan is expected to print the handouts or review the survey data. / Conclusion: Dylan is allowed to  print the handouts.,b,html-keyboard-response,33,2.1.0,118567,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,?,modal,must_single
N,M22,modal,all_single,A,,,Each person greeted the guests or set up the projector.,At least one person greeted the guests.,5610,Premise: Each person greeted the guests or set up the projector. / Conclusion: At least one person greeted the guests.,b,html-keyboard-response,35,2.1.0,125190,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,N,modal,all_single
N,M18,modal,all_and,AND,,,Each person sketched the layout or photographed the finished piece.,"At least one person sketched the layout, and at least one  photographed the finished piece.",7179,"Premise: Each person sketched the layout or photographed the finished piece. / Conclusion: At least one person sketched the layout, and at least one  photographed the finished piece.",b,html-keyboard-response,37,2.1.0,133375,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,N,modal,all_and
?,M15,modal,must_single,B,,,Reese is required to patch the wall crack or tighten the cabinet screws.,Reese is free to tighten the cabinet screws.,8530,Premise: Reese is required to patch the wall crack or tighten the cabinet screws. / Conclusion: Reese is free to tighten the cabinet screws.,b,html-keyboard-response,39,2.1.0,142910,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,?,modal,must_single
?,W25,want,want_and,AND,,,Kai wants to mix the audio tracks or practice the chorus.,Kai wants to mix the audio tracks and wants to practice the chorus.,14349,Premise: Kai wants to mix the audio tracks or practice the chorus. / Conclusion: Kai wants to mix the audio tracks and wants to practice the chorus.,n,html-keyboard-response,41,2.1.0,158262,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,?,want,want_and
Y,C27,control,quantifier,,,,Every table is a piece of furniture.,"If you have a table in your room, you have a piece of furniture.",5198,"Premise: Every table is a piece of furniture. / Conclusion: If you have a table in your room, you have a piece of furniture.",b,html-keyboard-response,43,2.1.0,164462,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,Y,control,quantifier
?,W39,want,want_mind_single,B,,,Remy wants to jog the trail loop or map the running route.,Remy has no objection to mapping the running route.,7758,Premise: Remy wants to jog the trail loop or map the running route. / Conclusion: Remy has no objection to mapping the running route.,b,html-keyboard-response,45,2.1.0,173222,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,?,want,want_mind_single
Y,C13,control,conditional,,,,"Since Maria forgot her umbrella, she got soaked on her way home.",Maria didn’t take an umbrella with her.,6130,"Premise: Since Maria forgot her umbrella, she got soaked on her way home. / Conclusion: Maria didn’t take an umbrella with her.",b,html-keyboard-response,47,2.1.0,180358,EXPERIMENTAL,5de3d4fc1d61c93cd498bb92,Y,control,conditional
