correct,verb,item,condition,sentence,structure,subcondition,order,relation,logical_truth,item1,item2,item1_type,item2_type,tribe,feedback_correct,feedback_incorrect,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,JATOS_STUDY_RESULT_ID,JATOS_STUDY_RESULT_UUID,JATOS_WORKER_ID,JATOS_START_DATE,JATOS_END_DATE,JATOS_DURATION,JATOS_STUDY_STATE,PROLIFIC_STUDY_ID,PROLIFIC_SESSION_ID,STIMULUS_CORRECT,STIMULUS_LOGICAL_TRUTH,STIMULUS_CONDITION,STIMULUS_SUBCONDITION,STIMULUS_ORDER
Y/N,want,EX96,EXPERIMENTAL,Ashley-the-Urbanite wants to eat a muffin or a hotdog,disjunction,wants|accepts,AB,,NA,a muffin,a hotdog,wants,accepts,Urbanite,,,2778,a muffin or a hotdog,b,html-keyboard-response,247,2.1.0,388628,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
Y/N,want,EX106,EXPERIMENTAL,Donna-the-Nomad wants to eat a muffin or an orange,disjunction,wants|dislikes,BA,,NA,a muffin,an orange,dislikes,wants,Nomad,,,2444,a muffin or an orange,n,html-keyboard-response,252,2.1.0,393597,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
Y,prefer,PD68,PREFER_DIFFERENT,Robert-the-Nomad prefers to eat pork rather than caramel,preference,accepts_vs_dislikes,AB,gt,Y,pork,caramel,accepts,dislikes,Nomad,,,1788,pork rather than caramel,b,html-keyboard-response,257,2.1.0,397909,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,PREFER_DIFFERENT,accepts_vs_dislikes,AB
Y,prefer,PD74,PREFER_DIFFERENT,Thomas-the-Nomad prefers to eat a pear rather than a meatball,preference,wants_vs_accepts,AB,gt,Y,a pear,a meatball,wants,accepts,Nomad,,,2545,a pear rather than a meatball,b,html-keyboard-response,262,2.1.0,402979,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y/N,want,EX91,EXPERIMENTAL,Sarah-the-Urbanite wants to eat a cookie or a grapefruit,disjunction,wants|dislikes,AB,,NA,a cookie,a grapefruit,wants,dislikes,Urbanite,,,2306,a cookie or a grapefruit,n,html-keyboard-response,267,2.1.0,407807,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
Y/N,want,EX90,EXPERIMENTAL,Patricia-the-Urbanite wants to eat a chocolate or a strawberry,disjunction,wants|dislikes,AB,,NA,a chocolate,a strawberry,wants,dislikes,Urbanite,,,1247,a chocolate or a strawberry,n,html-keyboard-response,272,2.1.0,411598,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
Y,prefer,PD60,PREFER_DIFFERENT,Mary-the-Urbanite prefers to eat a chocolate rather than beef,preference,wants_vs_accepts,AB,gt,Y,a chocolate,beef,wants,accepts,Urbanite,,,1293,a chocolate rather than beef,b,html-keyboard-response,277,2.1.0,415429,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
Y,want,SC17,SINGLE_CONTROL,Susan-the-Nomad wants to eat a mango,single,wants,single,,Y,a mango,,wants,,Nomad,,,1049,a mango,b,html-keyboard-response,282,2.1.0,419021,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,SINGLE_CONTROL,wants,single
Y/N,want,EX98,EXPERIMENTAL,Anthony-the-Urbanite wants to eat a donut or pork,disjunction,wants|accepts,AB,,NA,a donut,pork,wants,accepts,Urbanite,,,4623,a donut or pork,b,html-keyboard-response,287,2.1.0,426170,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,want,DC21,DOUBLE_CONTROL,Lisa-the-Urbanite wants to eat a strawberry or a grapefruit,disjunction,dislikes|dislikes,BA,,N,a strawberry,a grapefruit,dislikes,dislikes,Urbanite,,,1292,a strawberry or a grapefruit,n,html-keyboard-response,292,2.1.0,429993,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y/N,want,EX93,EXPERIMENTAL,Andrew-the-Urbanite wants to eat an apple or a lollipop,disjunction,wants|dislikes,BA,,NA,an apple,a lollipop,dislikes,wants,Urbanite,,,1664,an apple or a lollipop,n,html-keyboard-response,297,2.1.0,434184,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,prefer,PD75,PREFER_DIFFERENT,Mark-the-Nomad prefers to eat a sausage rather than a cherry,preference,accepts_vs_wants,BA,lt,N,a sausage,a cherry,accepts,wants,Nomad,,,1861,a sausage rather than a cherry,n,html-keyboard-response,302,2.1.0,438582,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y,want,DC33,DOUBLE_CONTROL,Richard-the-Urbanite wants to eat a biscuit or a lollipop,disjunction,wants|wants,BA,,Y,a biscuit,a lollipop,wants,wants,Urbanite,,,6648,a biscuit or a lollipop,b,html-keyboard-response,307,2.1.0,447770,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,DOUBLE_CONTROL,wants|wants,BA
N,want,SC1,SINGLE_CONTROL,Michael-the-Urbanite wants to eat a grapefruit,single,dislikes,single,,N,a grapefruit,,dislikes,,Urbanite,,,743,a grapefruit,n,html-keyboard-response,312,2.1.0,451053,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,SINGLE_CONTROL,dislikes,single
N,want,DC24,DOUBLE_CONTROL,Joshua-the-Urbanite wants to eat a sausage or a meatball,disjunction,accepts|accepts,AB,,N,a sausage,a meatball,accepts,accepts,Urbanite,,,1197,a sausage or a meatball,b,html-keyboard-response,317,2.1.0,454778,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,accepts|accepts,AB
N,want,DC29,DOUBLE_CONTROL,James-the-Urbanite wants to eat pork or beef,disjunction,accepts|accepts,BA,,N,pork,beef,accepts,accepts,Urbanite,,,884,pork or beef,b,html-keyboard-response,322,2.1.0,458192,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,accepts|accepts,BA
N,want,DC40,DOUBLE_CONTROL,Charles-the-Nomad wants to eat a brownie or a chocolate,disjunction,dislikes|dislikes,BA,,N,a brownie,a chocolate,dislikes,dislikes,Nomad,,,1042,a brownie or a chocolate,n,html-keyboard-response,327,2.1.0,461772,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y/N,want,EX97,EXPERIMENTAL,Susan-the-Urbanite wants to eat caramel or ribs,disjunction,wants|accepts,AB,,NA,caramel,ribs,wants,accepts,Urbanite,,,2292,caramel or ribs,b,html-keyboard-response,332,2.1.0,466598,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|accepts,AB
N,prefer,PS79,PREFER_SAME,Joseph-the-Urbanite prefers to eat beef rather than pork,preference,accepts_vs_accepts,AB,eq,N,beef,pork,accepts,accepts,Urbanite,,,2450,beef rather than pork,n,html-keyboard-response,337,2.1.0,471582,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,want,SC0,SINGLE_CONTROL,Charles-the-Urbanite wants to eat a strawberry,single,dislikes,single,,N,a strawberry,,dislikes,,Urbanite,,,977,a strawberry,n,html-keyboard-response,342,2.1.0,475087,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,SINGLE_CONTROL,dislikes,single
N,want,DC41,DOUBLE_CONTROL,Michael-the-Nomad wants to eat a chocolate or a cookie,disjunction,dislikes|dislikes,BA,,N,a chocolate,a cookie,dislikes,dislikes,Nomad,,,947,a chocolate or a cookie,n,html-keyboard-response,347,2.1.0,478573,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
N,want,DC39,DOUBLE_CONTROL,Joseph-the-Nomad wants to eat a donut or a brownie,disjunction,dislikes|dislikes,BA,,N,a donut,a brownie,dislikes,dislikes,Nomad,,,733,a donut or a brownie,n,html-keyboard-response,352,2.1.0,481824,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,dislikes|dislikes,BA
Y,prefer,PD61,PREFER_DIFFERENT,Lisa-the-Urbanite prefers to eat a cookie rather than a steak,preference,wants_vs_accepts,AB,gt,Y,a cookie,a steak,wants,accepts,Urbanite,,,1276,a cookie rather than a steak,b,html-keyboard-response,357,2.1.0,485637,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
N,prefer,PD65,PREFER_DIFFERENT,Steven-the-Urbanite prefers to eat a sausage rather than a cake,preference,accepts_vs_wants,BA,lt,N,a sausage,a cake,accepts,wants,Urbanite,,,4861,a sausage rather than a cake,n,html-keyboard-response,362,2.1.0,493029,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_DIFFERENT,accepts_vs_wants,BA
Y/N,want,EX103,EXPERIMENTAL,Karen-the-Nomad wants to eat an apple or a lollipop,disjunction,wants|dislikes,AB,,NA,an apple,a lollipop,wants,dislikes,Nomad,,,1469,an apple or a lollipop,n,html-keyboard-response,367,2.1.0,497035,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
Y/N,want,EX92,EXPERIMENTAL,Linda-the-Urbanite wants to eat a biscuit or a cranberry,disjunction,wants|dislikes,AB,,NA,a biscuit,a cranberry,wants,dislikes,Urbanite,,,2993,a biscuit or a cranberry,n,html-keyboard-response,372,2.1.0,502573,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,AB
N,prefer,PS80,PREFER_SAME,Charles-the-Urbanite prefers to eat a steak rather than beef,preference,accepts_vs_accepts,AB,eq,N,a steak,beef,accepts,accepts,Urbanite,,,1460,a steak rather than beef,n,html-keyboard-response,377,2.1.0,506571,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_SAME,accepts_vs_accepts,AB
N,prefer,PD58,PREFER_DIFFERENT,Anthony-the-Urbanite prefers to eat a mango rather than pork,preference,dislikes_vs_accepts,BA,lt,N,a mango,pork,dislikes,accepts,Urbanite,,,1928,a mango rather than pork,n,html-keyboard-response,382,2.1.0,511028,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
Y/N,want,EX94,EXPERIMENTAL,Matthew-the-Urbanite wants to eat a pear or a cupcake,disjunction,wants|dislikes,BA,,NA,a pear,a cupcake,dislikes,wants,Urbanite,,,977,a pear or a cupcake,n,html-keyboard-response,387,2.1.0,514538,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,prefer,PS88,PREFER_SAME,William-the-Nomad prefers to eat a plum rather than a mango,preference,wants_vs_wants,AB,eq,N,a plum,a mango,wants,wants,Nomad,,,1833,a plum rather than a mango,n,html-keyboard-response,392,2.1.0,518912,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_SAME,wants_vs_wants,AB
N,want,SC13,SINGLE_CONTROL,Andrew-the-Nomad wants to eat a meatball,single,accepts,single,,N,a meatball,,accepts,,Nomad,,,806,a meatball,b,html-keyboard-response,397,2.1.0,522247,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,SINGLE_CONTROL,accepts,single
N,prefer,PS84,PREFER_SAME,Barbara-the-Nomad prefers to eat a sausage rather than a meatball,preference,accepts_vs_accepts,AB,eq,N,a sausage,a meatball,accepts,accepts,Nomad,,,1706,a sausage rather than a meatball,n,html-keyboard-response,402,2.1.0,526484,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_SAME,accepts_vs_accepts,AB
Y,want,DC49,DOUBLE_CONTROL,Margaret-the-Nomad wants to eat a peach or a plum,disjunction,wants|wants,AB,,Y,a peach,a plum,wants,wants,Nomad,,,1196,a peach or a plum,b,html-keyboard-response,407,2.1.0,530208,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,DOUBLE_CONTROL,wants|wants,AB
N,want,SC10,SINGLE_CONTROL,Patricia-the-Nomad wants to eat a chocolate,single,dislikes,single,,N,a chocolate,,dislikes,,Nomad,,,847,a chocolate,n,html-keyboard-response,412,2.1.0,533594,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,SINGLE_CONTROL,dislikes,single
Y,want,SC16,SINGLE_CONTROL,Ashley-the-Nomad wants to eat an orange,single,wants,single,,Y,an orange,,wants,,Nomad,,,855,an orange,b,html-keyboard-response,417,2.1.0,536985,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,SINGLE_CONTROL,wants,single
Y,want,DC53,DOUBLE_CONTROL,Andrew-the-Nomad wants to eat a cranberry or an apple,disjunction,wants|wants,BA,,Y,a cranberry,an apple,wants,wants,Nomad,,,1483,a cranberry or an apple,b,html-keyboard-response,422,2.1.0,540994,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,DOUBLE_CONTROL,wants|wants,BA
Y/N,want,EX95,EXPERIMENTAL,Sandra-the-Urbanite wants to eat a cherry or a cake,disjunction,wants|dislikes,BA,,NA,a cherry,a cake,dislikes,wants,Urbanite,,,1132,a cherry or a cake,n,html-keyboard-response,427,2.1.0,544651,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|dislikes,BA
N,prefer,PD70,PREFER_DIFFERENT,Emily-the-Nomad prefers to eat a brownie rather than a steak,preference,dislikes_vs_accepts,BA,lt,N,a brownie,a steak,dislikes,accepts,Nomad,,,2458,a brownie rather than a steak,n,html-keyboard-response,432,2.1.0,549644,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
Y,want,DC51,DOUBLE_CONTROL,Sarah-the-Nomad wants to eat a strawberry or a grapefruit,disjunction,wants|wants,BA,,Y,a strawberry,a grapefruit,wants,wants,Nomad,,,1005,a strawberry or a grapefruit,b,html-keyboard-response,437,2.1.0,553189,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,DOUBLE_CONTROL,wants|wants,BA
N,want,DC28,DOUBLE_CONTROL,Robert-the-Urbanite wants to eat ribs or pork,disjunction,accepts|accepts,BA,,N,ribs,pork,accepts,accepts,Urbanite,,,2123,ribs or pork,b,html-keyboard-response,442,2.1.0,557837,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,accepts|accepts,BA
Y,prefer,PD73,PREFER_DIFFERENT,Richard-the-Nomad prefers to eat an apple rather than a kebab,preference,wants_vs_accepts,AB,gt,Y,an apple,a kebab,wants,accepts,Nomad,,,2540,an apple rather than a kebab,b,html-keyboard-response,447,2.1.0,562918,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,PREFER_DIFFERENT,wants_vs_accepts,AB
N,want,DC19,DOUBLE_CONTROL,Jennifer-the-Urbanite wants to eat a peach or a plum,disjunction,dislikes|dislikes,AB,,N,a peach,a plum,dislikes,dislikes,Urbanite,,,921,a peach or a plum,n,html-keyboard-response,452,2.1.0,566374,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,DOUBLE_CONTROL,dislikes|dislikes,AB
N,prefer,PS82,PREFER_SAME,Christopher-the-Urbanite prefers to eat a biscuit rather than a cookie,preference,wants_vs_wants,AB,eq,N,a biscuit,a cookie,wants,wants,Urbanite,,,2939,a biscuit rather than a cookie,n,html-keyboard-response,457,2.1.0,571850,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_SAME,wants_vs_wants,AB
N,want,SC4,SINGLE_CONTROL,Barbara-the-Urbanite wants to eat a sausage,single,accepts,single,,N,a sausage,,accepts,,Urbanite,,,864,a sausage,b,html-keyboard-response,462,2.1.0,575243,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,SINGLE_CONTROL,accepts,single
N,want,SC2,SINGLE_CONTROL,Christopher-the-Urbanite wants to eat a cranberry,single,dislikes,single,,N,a cranberry,,dislikes,,Urbanite,,,1419,a cranberry,n,html-keyboard-response,467,2.1.0,579202,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,SINGLE_CONTROL,dislikes,single
Y,want,DC32,DOUBLE_CONTROL,David-the-Urbanite wants to eat a biscuit or a cookie,disjunction,wants|wants,AB,,Y,a biscuit,a cookie,wants,wants,Urbanite,,,4228,a biscuit or a cookie,b,html-keyboard-response,472,2.1.0,585954,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y,Y,DOUBLE_CONTROL,wants|wants,AB
N,prefer,PD59,PREFER_DIFFERENT,Jennifer-the-Urbanite prefers to eat a plum rather than beef,preference,dislikes_vs_accepts,BA,lt,N,a plum,beef,dislikes,accepts,Urbanite,,,2378,a plum rather than beef,n,html-keyboard-response,477,2.1.0,590885,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,N,N,PREFER_DIFFERENT,dislikes_vs_accepts,BA
Y/N,want,EX112,EXPERIMENTAL,David-the-Nomad wants to eat a kebab or a cranberry,disjunction,wants|accepts,BA,,NA,a kebab,a cranberry,accepts,wants,Nomad,,,4149,a kebab or a cranberry,b,html-keyboard-response,483,2.1.0,605326,EXPERIMENTAL,695fcea7a80091f158646750,2531,b86f8bd6-71b8-4e7e-a46b-bdcbcfae58ee,2404,1768864783500,1768865638561,00:14:15,FINISHED,696e824812786c0f3a8b7680,696ebbfb24c93378939d9785,Y/N,NA,EXPERIMENTAL,wants|accepts,BA
